x,y,layer1,layer2,voltage1,voltage2,current
675.657,1248.44,TOP_LAYER,MID_LAYER_1,0.00125425,0.00121267,0.198909
675.657,1248.44,MID_LAYER_1,MID_LAYER_2,0.00121267,0.00109242,0.0957185
675.657,1248.44,MID_LAYER_2,MID_LAYER_3,0.00109242,0.00107124,0.0797794
675.657,1248.44,MID_LAYER_3,MID_LAYER_4,0.00107124,0.000991776,0.0632508
675.657,1248.44,MID_LAYER_4,BOTTOM_LAYER,0.000991776,0.000978302,0.0644579
675.657,1366.55,TOP_LAYER,MID_LAYER_1,0.00113655,0.00112317,0.0640012
675.657,1366.55,MID_LAYER_1,MID_LAYER_2,0.00112317,0.00106484,0.0464362
675.657,1366.55,MID_LAYER_2,MID_LAYER_3,0.00106484,0.00104625,0.0700159
675.657,1366.55,MID_LAYER_3,MID_LAYER_4,0.00104625,0.000963789,0.065636
675.657,1366.55,MID_LAYER_4,BOTTOM_LAYER,0.000963789,0.000942842,0.100207
675.657,1484.66,TOP_LAYER,MID_LAYER_1,0.00107204,0.00106571,0.0302637
675.657,1484.66,MID_LAYER_1,MID_LAYER_2,0.00106571,0.00103078,0.0278044
675.657,1484.66,MID_LAYER_2,MID_LAYER_3,0.00103078,0.00102272,0.0303606
675.657,1484.66,MID_LAYER_3,MID_LAYER_4,0.00102272,0.000963496,0.04714
675.657,1484.66,MID_LAYER_4,BOTTOM_LAYER,0.000963496,0.000948709,0.070738
714.361,-85.6998,TOP_LAYER,MID_LAYER_1,0.000761136,0.000760061,0.0136072
714.361,-85.6998,MID_LAYER_1,MID_LAYER_2,0.000760061,0.000750375,0.0204045
714.361,-85.6998,MID_LAYER_2,MID_LAYER_3,0.000750375,0.000748414,0.0195407
714.361,-85.6998,MID_LAYER_3,MID_LAYER_4,0.000748414,0.00073966,0.0184411
714.361,-85.6998,MID_LAYER_4,BOTTOM_LAYER,0.00073966,0.000737886,0.0224599
716.881,1646.58,TOP_LAYER,MID_LAYER_1,0.00102232,0.00102082,0.0189036
716.881,1646.58,MID_LAYER_1,MID_LAYER_2,0.00102082,0.00100817,0.0266478
716.881,1646.58,MID_LAYER_2,MID_LAYER_3,0.00100817,0.00100561,0.02557
716.881,1646.58,MID_LAYER_3,MID_LAYER_4,0.00100561,0.000994169,0.0240938
716.881,1646.58,MID_LAYER_4,BOTTOM_LAYER,0.000994169,0.000992664,0.0190552
723.256,340.72,TOP_LAYER,MID_LAYER_1,0.000883715,0.00089001,-0.0301117
723.256,340.72,MID_LAYER_1,MID_LAYER_2,0.00089001,0.000898521,-0.00677427
723.256,340.72,MID_LAYER_2,MID_LAYER_3,0.000898521,0.000891027,0.0282281
723.256,340.72,MID_LAYER_3,MID_LAYER_4,0.000891027,0.000832408,0.0466594
723.256,340.72,MID_LAYER_4,BOTTOM_LAYER,0.000832408,0.000826397,0.0287533
723.256,532.649,TOP_LAYER,MID_LAYER_1,0.000964886,0.000964455,0.00205817
723.256,532.649,MID_LAYER_1,MID_LAYER_2,0.000964455,0.00095941,0.00401642
723.256,532.649,MID_LAYER_2,MID_LAYER_3,0.00095941,0.000958395,0.00382192
723.256,532.649,MID_LAYER_3,MID_LAYER_4,0.000958395,0.000908524,0.0396964
723.256,532.649,MID_LAYER_4,BOTTOM_LAYER,0.000908524,0.000901384,0.0341533
753.731,-85.6998,TOP_LAYER,MID_LAYER_1,0.000773382,0.000772475,0.0114779
753.731,-85.6998,MID_LAYER_1,MID_LAYER_2,0.000772475,0.000764306,0.0172085
