x;y;layer1;layer2;voltage1;voltage2;current
-71.7804;268.631;MID_LAYER_1;MID_LAYER_2;9.44418e-05;9.38753e-05;0.0011933
-71.7804;268.631;MID_LAYER_2;MID_LAYER_3;9.38753e-05;9.37355e-05;0.00139406
-71.7804;268.631;MID_LAYER_3;MID_LAYER_4;9.37355e-05;9.30248e-05;0.00149699
-71.7804;268.631;MID_LAYER_4;BOTTOM_LAYER;9.30248e-05;9.29252e-05;0.00126081
-71.7804;308.001;TOP_LAYER;MID_LAYER_1;9.47984e-05;9.4738e-05;0.000764898
-71.7804;308.001;MID_LAYER_1;MID_LAYER_2;9.4738e-05;9.42017e-05;0.00112971
-71.7804;308.001;MID_LAYER_2;MID_LAYER_3;9.42017e-05;9.40726e-05;0.00128729
-71.7804;308.001;MID_LAYER_3;MID_LAYER_4;9.40726e-05;9.3424e-05;0.00136604
-71.7804;308.001;MID_LAYER_4;BOTTOM_LAYER;9.3424e-05;9.33434e-05;0.00102085
-71.7804;347.371;TOP_LAYER;MID_LAYER_1;9.5122e-05;9.50645e-05;0.000728705
